VIDEO,DURATION
HVC878482,61
HVC878491,87
HVC878503,138
HVC878516,29
HVC878523,137
HVC878544,119
HVC878545,62
HVC878547,153
HVC878551,132
HVC878553,243
HVC878559,306
HVC878567,33
HVC878571,77
HVC878576,131
HVC878578,77
HVC878582,43
HVC878584,604
HVC878591,134
HVC878604,227
HVC878607,77
HVC878613,140
HVC878620,41
HVC878622,178
HVC878625,35
HVC878635,165
HVC878637,180
HVC878638,38
HVC878641,237
HVC878642,260
HVC878646,102
HVC878647,63
HVC878650,350
HVC878655,97
HVC878656,152
HVC878657,30
HVC878663,76
HVC878671,223
HVC878673,361
HVC878692,115
HVC878696,42
HVC878720,104
HVC878725,86
HVC878729,78
HVC878733,69
HVC878741,254
HVC878744,44
HVC878749,368
HVC878766,53
HVC878767,66
HVC878781,105
HVC878789,75
HVC878797,170
HVC878802,32
HVC878808,125
HVC878826,65
HVC878835,121
HVC878846,47
HVC878857,209
HVC878866,20
HVC878881,229
HVC878883,65
HVC878896,388
HVC878908,73
HVC878915,48
HVC878918,151
HVC878942,41
HVC878946,36
HVC878949,99
HVC878952,193
HVC878959,92
HVC878964,24
HVC878965,66
HVC878982,220
HVC878988,130
HVC878993,39
HVC879010,76
HVC879011,116
HVC879013,71
HVC879016,527
HVC879018,104
HVC879022,126
HVC879025,196
HVC879033,48
HVC879035,223
HVC879054,33
HVC879059,120
HVC879062,111
HVC879063,60
HVC879066,143
HVC879068,123
HVC879098,27
HVC879103,108
HVC879106,30
HVC879116,135
HVC879117,22
HVC879159,436
HVC879164,67
HVC879168,372
HVC879184,17
HVC879191,53
HVC879204,127
HVC879205,197
HVC879216,85
HVC879217,98
HVC879222,77
HVC879229,120
HVC879231,62
HVC879245,72
HVC879274,104
HVC879275,211
HVC879280,144
HVC879285,119
HVC879287,39
HVC879294,114
HVC879298,233
HVC879312,23
HVC879322,62
HVC879323,78
HVC879330,157
HVC879339,140
HVC879341,162
HVC879344,82
HVC879349,90
HVC879350,77
HVC879352,79
HVC879361,194
HVC879368,22
HVC879369,135
HVC879371,65
HVC879376,148
HVC879378,52
HVC879384,109
HVC879401,33
HVC879405,49
HVC879409,63
HVC879414,226
HVC879438,181
HVC879452,111
HVC879456,204
HVC879460,147
HVC879467,48
HVC879471,92
HVC879472,361
HVC879473,108
HVC879482,150
HVC879484,35
HVC879501,64
HVC879521,104
HVC879523,190
HVC879532,133
HVC879542,34
HVC879564,86
HVC879592,66
HVC879593,90
HVC879604,72
HVC879615,239
HVC879622,393
HVC879629,63
HVC879645,405
HVC879660,52
HVC879665,109
HVC879674,131
HVC879675,55
HVC879689,228
HVC879693,189
HVC879706,28
HVC879716,46
HVC879722,204
HVC879731,92
HVC879734,131
HVC879740,96
HVC879743,33
HVC879753,193
HVC879757,204
HVC879760,33
HVC879776,88
HVC879809,229
HVC879815,127
HVC879833,76
HVC879834,90
HVC879838,69
HVC879852,407
HVC879857,150
HVC879868,48
HVC879875,274
HVC879904,193
HVC879907,159
HVC879919,121
HVC879922,283
HVC879940,261
HVC879957,125
HVC879959,112
HVC879960,180
HVC879966,167
HVC879974,151
HVC879986,39
HVC879987,118
HVC879998,78
HVC879999,5
HVC880003,88
HVC880048,46
HVC880053,528
HVC880061,72
HVC880072,46
HVC880075,488
HVC880121,512
HVC880141,74
HVC880143,103
HVC880147,204
HVC880157,583
HVC880165,81
HVC880166,53
HVC880168,111
HVC880174,41
HVC880180,180
HVC880192,19
HVC880200,292
HVC880202,150
HVC880210,254
HVC880228,157
HVC880238,354
HVC880239,116
HVC880242,362
HVC880274,72
HVC880284,246
HVC880297,174
HVC880303,585
HVC880314,65
HVC880328,51
HVC880332,77
HVC880333,179
HVC880339,71
HVC880364,140
HVC880383,712
HVC880396,167
HVC880416,49
HVC880428,38
HVC880431,90
HVC880432,53
HVC880443,31
HVC880445,37
HVC880465,61
HVC880484,606
HVC880489,93
HVC880512,83
HVC880521,209
HVC880522,80
HVC880535,156
HVC880548,47
HVC880551,45
HVC880553,86
HVC880558,123
HVC880559,136
HVC880563,224
HVC880568,125
HVC880570,50
HVC880587,141
HVC880590,347
HVC880594,55
HVC880596,61
HVC880599,89
HVC880603,74
HVC880609,61
HVC880613,57
HVC880636,19
HVC880638,58
HVC880639,147
HVC880644,121
HVC880657,237
HVC880661,355
HVC880680,48
HVC880685,143
HVC880703,540
HVC880714,25
HVC880731,88
HVC880753,60
HVC880759,111
HVC880773,23
HVC880775,182
HVC880781,57
HVC880792,79
HVC880801,360
HVC880802,272
HVC880808,296
HVC880814,32
HVC880818,26
HVC880842,30
HVC880845,86
HVC880848,179
HVC880864,135
HVC880875,53
HVC880876,67
HVC880905,264
HVC880906,71
HVC880910,63
HVC880912,149
HVC880920,125
HVC880924,85
HVC880933,230
HVC880937,136
HVC880938,136
HVC880939,32
HVC880951,108
HVC880965,217
HVC880977,32
HVC880983,129
HVC880984,85
HVC880986,362
HVC880990,95
HVC881017,38
HVC881048,64
HVC881059,178
HVC881067,103
HVC881076,53
HVC881112,333
HVC881142,33
HVC881149,96
HVC881156,443
HVC881159,187
HVC881169,232
HVC881180,376
HVC881189,154
HVC881202,57
HVC881214,224
HVC881216,151
HVC881233,36
HVC881247,331
HVC881251,141
HVC881254,22
HVC881257,21
HVC881260,46
HVC881278,47
HVC881280,118
HVC881283,217
HVC881303,137
HVC881316,199
HVC881341,33
HVC881347,240
HVC881355,28
HVC881369,91
HVC881380,20
HVC881381,36
HVC881386,62
HVC881397,65
HVC881402,140
HVC881411,158
HVC881415,44
HVC881425,25
HVC881429,44
HVC881440,139
HVC881441,80
HVC881450,133
HVC881455,226
HVC881467,70
HVC881473,182
HVC881483,111
HVC881492,35
HVC881526,120
HVC881534,141
HVC881540,57
HVC881545,100
HVC881561,44
HVC881576,42
HVC881580,52
HVC881586,30
HVC881590,110
HVC881592,51
HVC881593,194
HVC881610,73
HVC881612,150
HVC881630,77
HVC881631,29
HVC881659,203
HVC881673,208
HVC881685,58
HVC881692,97
HVC881724,30
HVC881760,68
HVC881765,97
HVC881785,41
HVC881789,99
HVC881801,355
HVC881821,112
HVC881839,280
HVC881842,70
HVC881847,115
HVC881848,60
HVC881850,289
HVC881856,95
HVC881862,74
HVC881869,189
HVC881870,323
HVC881881,134
HVC881883,172
HVC881900,303
HVC881904,67
HVC881913,33
HVC881923,78
HVC881930,30
HVC881937,312
HVC881943,33
HVC881960,179
HVC881967,87
HVC881984,44
HVC881992,86
HVC881996,183
HVC882020,64
HVC882021,122
HVC882025,59
HVC882034,185
HVC882043,68
HVC882058,196
HVC882066,170
HVC882067,169
HVC882078,77
HVC882087,90
HVC882088,229
HVC882092,198
HVC882096,587
HVC882097,121
HVC882116,138
HVC882123,214
HVC882125,111
HVC882140,119
HVC882149,344
HVC882165,109
HVC882172,33
HVC882174,47
HVC882175,149
HVC882182,138
HVC882183,94
HVC882192,388
HVC882199,69
HVC882201,36
HVC882222,62
HVC882243,80
HVC882273,225
HVC882284,119
HVC882292,179
HVC882299,90
HVC882314,64
HVC882319,161
HVC882325,118
HVC882352,52
HVC882383,458
HVC882395,40
HVC882407,394
HVC882410,131
HVC882411,159
HVC882421,63
HVC882423,502
HVC882434,197
HVC882444,88
HVC882445,30
HVC882455,263
HVC882458,51
HVC882467,259
HVC882475,326
HVC882486,328
HVC882499,215
HVC882500,164
HVC882506,64
HVC882512,309
HVC882522,70
HVC882527,55
HVC882537,64
HVC882540,145
HVC882546,142
HVC882549,113
HVC882551,120
HVC882552,215
HVC882555,49
HVC882560,162
HVC882564,23
HVC882580,199
HVC882591,51
HVC882606,149
HVC882609,539
HVC882635,323
HVC882654,75
HVC882706,84
HVC882707,49
HVC882713,49
HVC882717,88
HVC882733,197
HVC882743,149
HVC882765,104
HVC882781,178
HVC882791,55
HVC882800,99
HVC882807,78
HVC882815,114
HVC882826,230
HVC882837,97
HVC882841,21
HVC882843,208
HVC882848,70
HVC882849,109
HVC882881,84
HVC882883,54
HVC882896,196
HVC882929,90
HVC882931,307
HVC882939,58
HVC882952,35
HVC882958,349
HVC882959,61
HVC882962,220
HVC882963,261
HVC882964,91
HVC882967,95
HVC882969,106
HVC882975,111
HVC882982,59
HVC882990,67
HVC882991,186
HVC882995,195
HVC883022,160
HVC883024,99
HVC883028,63
HVC883030,78
HVC883032,297
HVC883048,263
HVC883067,59
HVC883069,61
HVC883070,89
HVC883078,107
HVC883106,117
HVC883110,192
HVC883111,129
HVC883135,90
HVC883140,317
HVC883141,257
HVC883161,149
HVC883189,180
HVC883197,137
HVC883211,28
HVC883215,70
HVC883269,133
HVC883271,101
HVC883272,160
HVC883288,53
HVC883302,35
HVC883307,179
HVC883309,98
HVC883350,63
HVC883357,197
HVC883369,53
HVC883371,117
HVC883377,216
HVC883396,96
HVC883405,269
HVC883414,107
HVC883419,145
HVC883425,119
HVC883431,115
HVC883432,113
HVC883440,65
HVC883444,150
HVC883448,37
HVC883452,142
HVC883454,227
HVC883466,206
HVC883471,76
HVC883476,76
HVC883479,193
HVC883496,158
HVC883499,51
HVC883506,129
HVC883507,61
HVC883510,116
HVC883515,249
HVC883516,212
HVC883525,49
HVC883530,93
HVC883535,90
HVC883537,119
HVC883546,104
HVC883549,165
HVC883557,106
HVC883558,370
HVC883580,390
HVC883583,94
HVC883584,101
HVC883589,44
HVC883594,215
HVC883595,108
HVC883607,374
HVC883631,76
HVC883633,37
HVC883645,72
HVC883659,213
HVC883673,30
HVC883683,171
HVC883697,48
HVC883698,216
HVC883715,174
HVC883720,46
HVC883725,69
HVC883735,110
HVC883742,36
HVC883746,457
HVC883761,181
HVC883777,319
HVC883800,39
HVC883806,92
HVC883837,19
HVC883841,107
HVC883844,90
HVC883851,127
HVC883855,215
HVC883866,75
HVC883871,70
HVC883898,35
HVC883932,443
HVC883936,29
HVC883938,23
HVC883940,60
HVC883953,71
HVC883958,110
HVC883959,163
HVC883961,116
HVC883963,187
HVC883966,46
HVC883969,80
HVC883983,77
HVC883984,76
HVC883985,144
HVC883988,101
HVC883994,87
HVC884006,64
HVC884013,122
HVC884028,73
HVC884042,157
HVC884048,610
HVC884111,213
HVC884117,84
HVC884120,111
HVC884136,139
HVC884137,35
HVC884155,153
HVC884184,90
HVC884195,39
HVC884219,170
HVC884239,152
HVC884240,258
HVC884262,246
HVC884275,228
HVC884277,30
HVC884302,29
HVC884323,81
HVC884326,439
HVC884327,78
HVC884333,79
HVC884344,308
HVC884363,162
HVC884367,49
HVC884398,43
HVC884404,80
HVC884427,46
HVC884430,51
HVC884445,37
HVC884453,116
HVC884460,75
HVC884466,56
HVC884497,68
HVC884504,132
HVC884505,40
HVC884518,287
HVC884520,71
HVC884548,159
HVC884554,56
HVC884559,414
HVC884569,199
HVC884586,135
HVC884591,52
HVC884598,95
HVC884620,102
HVC884621,233
HVC884633,51
HVC884637,377
HVC884646,40
HVC884650,105
HVC884683,45
HVC884694,189
HVC884707,108
HVC884709,142
HVC884720,99
HVC884736,103
HVC884739,42
HVC884755,45
HVC884760,63
HVC884776,172
HVC884787,396
HVC884792,50
HVC884798,118
HVC884799,127
HVC884827,371
HVC884828,186
HVC884834,108
HVC884842,352
HVC884857,45
HVC884873,84
HVC884878,172
HVC884883,131
HVC884905,190
HVC884909,236
HVC884912,24
HVC884913,101
HVC884926,442
HVC884931,238
HVC884932,384
HVC884938,195
HVC884942,59
HVC884943,119
HVC884955,80
HVC884957,15
HVC884960,68
HVC884965,73
HVC884967,33
HVC884983,116
HVC884987,368
HVC884993,156
HVC885013,83
HVC885016,60
HVC885018,144
HVC885026,290
HVC885029,137
HVC885032,172
HVC885033,68
HVC885038,76
HVC885048,450
HVC885050,40
HVC885051,31
HVC885052,194
HVC885057,480
HVC885071,125
HVC885108,168
HVC885128,89
HVC885130,61
HVC885135,71
HVC885139,305
HVC885150,132
HVC885157,140
HVC885161,273
HVC885164,27
HVC885174,394
HVC885179,585
HVC885183,125
HVC885185,94
HVC885193,36
HVC885210,92
HVC885217,64
HVC885234,262
HVC885243,214
HVC885251,101
HVC885255,55
HVC885275,58
HVC885276,156
HVC885279,113
HVC885288,79
HVC885306,495
HVC885310,31
HVC885321,44
HVC885326,256
HVC885328,45
HVC885330,28
HVC885332,122
HVC885344,226
HVC885347,57
HVC885366,443
HVC885375,325
HVC885379,32
HVC885389,79
HVC885391,221
HVC885398,123
HVC885403,277
HVC885422,327
HVC885430,47
HVC885459,489
HVC885464,62
HVC885466,66
HVC885473,199
HVC885478,159
HVC885487,87
HVC885493,25
HVC885503,69
HVC885510,49
HVC885512,214
HVC885514,151
HVC885515,85
HVC885521,187
HVC885529,29
HVC885531,389
HVC885557,133
HVC885565,71
HVC885575,56
HVC885583,35
HVC885586,66
HVC885589,133
HVC885601,229
HVC885611,594
HVC885614,81
HVC885669,236
HVC885705,40
HVC885716,176
HVC885733,68
HVC885736,64
HVC885740,26
HVC885752,236
HVC885759,102
HVC885770,546
HVC885773,90
HVC885777,210
HVC885783,44
HVC885795,45
HVC885811,124
HVC885826,95
HVC885827,613
HVC885832,154
HVC885833,65
HVC885834,30
HVC885840,56
HVC885843,198
HVC885845,391
HVC885851,126
HVC885858,321
HVC885872,23
HVC885878,198
HVC885883,276
HVC885890,155
HVC885893,84
HVC885907,72
HVC885921,37
HVC885924,43
HVC885927,144
HVC885935,79
HVC885938,199
HVC885943,458
HVC885945,32
HVC885953,186
HVC885963,348
HVC885988,54
HVC885989,31
HVC886012,106
HVC886013,221
HVC886016,360
HVC886020,87
HVC886028,57
HVC886040,71
HVC886053,91
HVC886062,81
HVC886066,127
HVC886076,241
HVC886091,490
HVC886094,57
HVC886096,77
HVC886118,41
HVC886121,88
HVC886133,42
HVC886138,14
HVC886142,97
HVC886149,226
HVC886156,147
HVC886169,25
HVC886177,170
HVC886184,159
HVC886188,45
HVC886189,82
HVC886214,63
HVC886228,87
HVC886233,99
HVC886244,63
HVC886250,203
HVC886257,39
HVC886270,59
HVC886272,105
HVC886284,31
HVC886296,108
HVC886299,249
HVC886303,116
HVC886313,221
HVC886319,329
HVC886326,581
HVC886329,179
HVC886331,79
HVC886343,65
HVC886356,23
HVC886357,142
HVC886365,45
HVC886368,74
HVC886372,57
HVC886377,31
HVC886380,378
HVC886399,85
HVC886403,30
HVC886419,387
HVC886433,70
HVC886434,115
HVC886441,233
HVC886450,213
HVC886469,82
HVC886486,207
HVC886501,89
HVC886507,122
HVC886526,88
HVC886529,45
HVC886540,179
HVC886566,185
HVC886579,61
HVC886591,369
HVC886607,52
HVC886622,90
HVC886627,55
HVC886638,71
HVC886640,143
HVC886646,69
HVC886651,176
HVC886655,46
HVC886670,103
HVC886680,21
HVC886686,43
HVC886688,84
HVC886690,127
HVC886696,113
HVC886705,69
HVC886707,168
HVC886716,26
HVC886732,126
HVC886738,91
HVC886744,137
HVC886751,363
HVC886753,67
HVC886760,85
HVC886762,75
HVC886767,300
HVC886769,304
HVC886770,178
HVC886784,93
HVC886799,26
HVC886800,447
HVC886820,40
HVC886829,75
HVC886855,79
HVC886865,79
HVC886873,200
HVC886874,34
HVC886875,57
HVC886883,56
HVC886885,44
HVC886897,244
HVC886922,113
HVC886927,61
HVC886928,192
HVC886931,21
HVC886943,79
HVC886953,111
HVC886964,61
HVC886966,144
HVC886969,371
HVC886976,22
HVC886980,75
HVC886981,197
HVC886986,29
HVC886991,54
HVC886997,85
HVC887004,88
HVC887023,586
HVC887036,89
HVC887038,144
HVC887045,48
HVC887067,30
HVC887070,74
HVC887086,54
HVC887099,34
HVC887101,240
HVC887124,60
HVC887129,228
HVC887136,557
HVC887143,20
HVC887146,147
HVC887159,51
HVC887168,44
HVC887175,168
HVC887179,323
HVC887196,196
HVC887203,364
HVC887204,60
HVC887206,91
HVC887207,99
HVC887212,49
HVC887219,84
HVC887220,211
HVC887221,229
HVC887229,112
HVC887246,54
HVC887247,127
HVC887283,328
HVC887303,180
HVC887305,58
HVC887315,132
HVC887320,65
HVC887338,77
HVC887346,64
HVC887358,216
HVC887360,22
HVC887366,146
HVC887382,142
HVC887384,43
HVC887389,234
HVC887392,61
HVC887437,31
HVC887443,64
HVC887448,126
HVC887456,146
HVC887464,279
HVC887502,492
HVC887521,393
HVC887523,29
HVC887525,160
HVC887530,338
HVC887533,26
HVC887536,159
HVC887555,216
HVC887566,72
HVC887570,259
HVC887575,39
HVC887579,30
HVC887583,181
HVC887604,126
HVC887615,313
HVC887640,220
HVC887641,79
HVC887651,60
HVC887656,102
HVC887665,215
HVC887670,62
HVC887690,55
HVC887695,76
HVC887697,128
HVC887702,155
HVC887710,24
HVC887718,538
HVC887723,52
HVC887738,250
HVC887752,61
HVC887765,184
HVC887773,440
HVC887781,25
HVC887795,197
HVC887798,46
HVC887816,169
HVC887830,234
HVC887831,70
HVC887840,45
HVC887850,164
HVC887852,315
HVC887856,150
HVC887866,67
HVC887876,330
HVC887890,138
HVC887893,56
HVC887901,76
HVC887902,235
HVC887903,111
HVC887904,233
HVC887911,324
HVC887920,214
HVC887932,52
HVC887933,248
HVC887937,72
HVC887946,568
HVC887947,551
HVC887977,248
HVC887992,180
HVC887994,206
HVC887996,179
HVC888001,170
HVC888009,46
HVC888021,63
HVC888045,296
HVC888051,80
HVC888057,401
HVC888064,348
HVC888073,251
HVC888074,378
HVC888077,83
HVC888083,224
HVC888102,456
HVC888113,489
HVC888116,435
HVC888139,47
HVC888145,136
HVC888155,38
HVC888158,61
HVC888171,64
HVC888176,107
HVC888189,217
HVC888205,107
HVC888210,488
HVC888218,201
HVC888224,338
HVC888228,244
HVC888229,32
HVC888238,103
HVC888254,41
HVC888257,86
HVC888263,130
HVC888275,311
HVC888285,110
HVC888287,122
HVC888290,224
HVC888303,355
HVC888322,75
HVC888327,127
HVC888328,40
HVC888330,404
HVC888331,183
HVC888333,108
HVC888339,118
HVC888363,77
HVC888369,63
HVC888370,60
HVC888377,99
HVC888382,125
HVC888384,112
HVC888402,152
HVC888403,44
HVC888430,116
HVC888434,47
HVC888435,68
HVC888444,335
HVC888447,141
HVC888463,81
HVC888464,62
HVC888468,213
HVC888474,74
HVC888479,76
HVC888489,170
HVC888492,200
HVC888501,103
HVC888518,79
HVC888525,50
HVC888579,454
HVC888587,76
HVC888591,61
HVC888596,37
HVC888598,140
HVC888599,202
HVC888610,57
HVC888625,124
HVC888626,428
HVC888642,80
HVC888645,276
HVC888646,117
HVC888654,36
HVC888662,22
HVC888663,116
HVC888664,71
HVC888681,82
HVC888688,85
HVC888689,209
HVC888705,17
HVC888727,125
HVC888742,38
HVC888753,40
HVC888759,147
HVC888766,322
HVC888781,224
HVC888787,292
HVC888792,158
HVC888805,209
HVC888817,150
HVC888819,565
HVC888820,218
HVC888838,215
HVC888841,208
HVC888845,629
HVC888859,42
HVC888865,259
HVC888867,518
HVC888872,31
HVC888877,3
HVC888893,180
HVC888898,42
HVC888930,121
HVC888938,62
HVC888941,79
HVC888946,304
HVC888957,303
HVC888969,84
HVC888979,150
HVC888996,562
HVC889009,22
HVC889010,358
HVC889020,20
HVC889026,123
HVC889033,178
HVC889034,90
HVC889038,132
HVC889039,77
HVC889044,71
HVC889056,354
HVC889061,48
HVC889063,117
HVC889064,71
HVC889073,183
HVC889083,54
HVC889118,70
HVC889123,23
HVC889124,29
HVC889132,95
HVC889150,95
HVC889161,87
HVC889174,217
HVC889181,146
HVC889183,32
HVC889202,583
HVC889242,59
HVC889249,136
HVC889271,26
HVC889277,117
HVC889288,189
HVC889289,102
HVC889292,74
HVC889299,147
HVC889303,350
HVC889311,63
HVC889318,316
HVC889319,324
HVC889321,168
HVC889336,108
HVC889337,39
HVC889338,32
HVC889350,44
HVC889352,143
HVC889363,403
HVC889366,46
HVC889368,109
HVC889373,332
HVC889374,148
HVC889382,222
HVC889383,77
HVC889409,31
HVC889433,62
HVC889436,29
HVC889449,185
HVC889462,78
HVC889473,44
HVC889478,355
HVC889487,130
HVC889498,55
HVC889500,185
HVC889501,184
HVC889514,264
HVC889515,76
HVC889531,317
HVC889541,120
HVC889543,75
HVC889547,339
HVC889551,191
HVC889553,34
HVC889554,52
HVC889574,84
HVC889575,85
HVC889582,297
HVC889583,51
HVC889584,312
HVC889594,145
HVC889600,38
HVC889609,213
HVC889612,85
HVC889625,93
HVC889628,89
HVC889651,147
HVC889653,36
HVC889664,115
HVC889668,130
HVC889673,114
HVC889684,301
HVC889699,185
HVC889706,48
HVC889709,218
HVC889718,385
HVC889722,42
HVC889727,72
HVC889728,103
HVC889729,40
HVC889732,41
HVC889736,53
HVC889742,281
HVC889776,228
HVC889795,158
HVC889796,190
HVC889804,90
HVC889807,67
HVC889859,555
HVC889867,58
HVC889872,200
HVC889881,96
HVC889885,89
HVC889888,593
HVC889892,61
HVC889904,161
HVC889911,216
HVC889919,119
HVC889920,54
HVC889925,71
HVC889927,150
HVC889928,46
HVC889929,45
HVC889950,107
HVC889961,89
HVC889969,74
HVC889971,122
HVC889978,163
HVC889979,46
HVC889990,172
HVC889992,162
HVC889997,69
HVC889998,20
HVC890008,37
HVC890016,266
HVC890017,62
HVC890021,147
HVC890023,53
HVC890041,226
HVC890042,195
HVC890046,212
HVC890050,53
HVC890059,87
HVC890060,22
HVC890064,140
HVC890068,235
HVC890072,133
HVC890081,223
HVC890086,34
HVC890098,31
HVC890110,109
HVC890120,352
HVC890121,198
HVC890123,34
HVC890127,121
HVC890132,156
HVC890134,251
HVC890141,54
HVC890149,79
HVC890150,186
HVC890161,59
HVC890182,58
HVC890192,100
HVC890207,71
HVC890215,37
HVC890230,273
HVC890242,21
HVC890257,46
HVC890265,261
HVC890272,45
HVC890285,146
HVC890323,23
HVC890326,79
HVC890355,246
HVC890370,120
HVC890381,29
HVC890389,257
HVC890397,93
HVC890403,109
HVC890420,93
HVC890426,448
HVC890432,253
HVC890433,24
HVC890441,70
HVC890447,97
HVC890449,340
HVC890454,276
HVC890456,52
HVC890462,236
HVC890471,72
HVC890476,152
HVC890479,65
HVC890482,180
HVC890490,310
HVC890492,96
HVC890497,123
HVC890501,23
HVC890502,44
HVC890523,26
HVC890536,17
HVC890549,47
HVC890555,37
HVC890559,407
HVC890565,467
HVC890567,102
HVC890580,65
HVC890583,99
HVC890609,129
HVC890615,159
HVC890643,111
HVC890646,320
HVC890647,232
HVC890672,99
HVC890679,30
HVC890682,187
HVC890719,36
HVC890721,74
HVC890722,107
HVC890728,45
HVC890730,112
HVC890732,274
HVC890746,130
HVC890752,66
HVC890753,262
HVC890755,35
HVC890766,160
HVC890780,108
HVC890787,62
HVC890788,55
HVC890818,397
HVC890822,276
HVC890824,163
HVC890825,423
HVC890831,543
HVC890832,439
HVC890833,273
HVC890838,62
HVC890839,312
HVC890848,18
HVC890867,94
HVC890881,83
HVC890900,44
HVC890903,72
HVC890914,114
HVC890924,115
HVC890925,192
HVC890935,127
HVC890943,376
HVC890945,76
HVC890947,243
HVC890949,135
HVC890952,49
HVC890959,116
HVC890972,124
HVC890986,191
HVC890995,136
HVC890999,50
HVC891032,71
HVC891037,34
HVC891038,349
HVC891041,156
HVC891043,135
HVC891054,90
HVC891069,12
HVC891078,201
HVC891084,472
HVC891099,70
HVC891114,108
HVC891121,36
HVC891129,68
HVC891141,126
HVC891144,160
HVC891162,227
HVC891173,42
HVC891178,379
HVC891182,502
HVC891197,72
HVC891221,54
HVC891226,58
HVC891228,147
HVC891230,21
HVC891238,33
HVC891242,142
HVC891266,310
HVC891268,118
HVC891269,492
HVC891277,66
HVC891278,94
HVC891279,50
HVC891285,406
HVC891294,200
HVC891302,502
HVC891308,242
HVC891316,222
HVC891341,35
HVC891345,87
HVC891368,29
HVC891370,68
HVC891372,96
HVC891375,89
HVC891420,55
HVC891422,71
HVC891434,59
HVC891436,133
HVC891438,282
HVC891445,19
HVC891462,61
HVC891489,47
HVC891493,126
HVC891494,125
HVC891507,115
HVC891520,119
HVC891521,84
HVC891552,154
HVC891556,294
HVC891563,62
HVC891567,40
HVC891569,78
HVC891582,415
HVC891584,19
HVC891585,213
HVC891600,65
HVC891605,103
HVC891616,70
HVC891619,76
HVC891631,101
HVC891632,92
HVC891646,67
HVC891665,600
HVC891671,30
HVC891679,52
HVC891682,86
HVC891701,105
HVC891705,79
HVC891713,198
HVC891715,69
HVC891716,140
HVC891722,125
HVC891748,497
HVC891756,33
HVC891759,37
HVC891761,145
HVC891763,35
HVC891769,9
HVC891772,81
HVC891784,114
HVC891785,102
HVC891788,105
HVC891799,128
HVC891830,81
HVC891874,262
HVC891877,100
HVC891882,42
HVC891896,287
HVC891904,69
HVC891915,49
HVC891919,282
HVC891936,57
HVC891962,50
HVC891978,33
HVC891997,78
HVC892009,222
HVC892016,147
HVC892025,75
HVC892026,53
HVC892028,179
HVC892030,107
HVC892034,77
HVC892037,169
HVC892043,156
HVC892059,109
HVC892062,258
HVC892067,65
HVC892095,43
HVC892096,196
HVC892113,293
HVC892114,304
HVC892119,339
HVC892120,165
HVC892124,314
HVC892131,292
HVC892137,158
HVC892164,79
HVC892166,226
HVC892171,113
HVC892183,50
HVC892184,76
HVC892185,59
HVC892193,484
HVC892194,591
HVC892196,412
HVC892198,156
HVC892203,238
HVC892218,131
HVC892234,43
HVC892237,141
HVC892241,38
HVC892258,36
HVC892265,202
HVC892273,41
HVC892276,102
HVC892278,65
HVC892281,386
HVC892306,45
HVC892319,32
HVC892327,38
HVC892342,221
HVC892348,26
HVC892361,92
HVC892364,45
HVC892372,74
HVC892384,90
HVC892390,29
HVC892391,263
HVC892417,229
HVC892418,187
HVC892427,144
HVC892443,106
HVC892466,194
HVC892477,81
HVC892487,132
HVC892502,192
HVC892507,60
HVC892524,139
HVC892532,42
HVC892534,99
HVC892539,90
HVC892541,32
HVC892544,44
HVC892550,113
HVC892596,89
HVC892600,149
HVC892608,70
HVC892609,174
HVC892614,42
HVC892631,61
HVC892639,85
HVC892642,14
HVC892658,283
HVC892672,329
HVC892674,275
HVC892680,62
HVC892684,88
HVC892696,26
HVC892699,391
HVC892714,209
HVC892719,144
HVC892732,309
HVC892763,109
HVC892772,65
HVC892781,428
HVC892792,125
HVC892804,432
HVC892810,46
HVC892830,143
HVC892841,78
HVC892847,93
HVC892852,101
HVC892856,345
HVC892866,213
HVC892871,48
HVC892872,350
HVC892873,51
HVC892906,210
HVC892963,25
HVC892979,90
HVC892981,424
HVC892985,119
HVC892994,38
HVC893004,47
HVC893009,82
HVC893026,359
HVC893040,188
HVC893042,110
HVC893068,21
HVC893069,102
HVC893070,45
HVC893076,74
HVC893079,80
HVC893089,34
HVC893097,12
HVC893098,126
HVC893104,243
HVC893110,37
HVC893113,33
HVC893114,41
HVC893116,58
HVC893119,94
HVC893123,47
HVC893129,208
HVC893154,144
HVC893158,186
HVC893164,600
HVC893166,78
HVC893167,95
HVC893175,59
HVC893180,178
HVC893181,60
HVC893182,78
HVC893183,142
HVC893198,194
HVC893199,242
HVC893220,153
HVC893222,131
HVC893228,37
HVC893241,196
HVC893264,39
HVC893268,136
HVC893280,90
HVC893287,79
HVC893290,256
HVC893298,364
HVC893302,34
HVC893317,62
HVC893323,57
HVC893342,152
HVC893361,75
HVC893369,205
HVC893370,53
HVC893380,218
HVC893404,126
HVC893407,334
HVC893409,23
HVC893416,75
HVC893422,434
HVC893426,95
HVC893449,122
HVC893454,207
HVC893455,170
HVC893460,97
HVC893463,28
HVC893465,130
HVC893491,99
HVC893495,40
HVC893515,69
HVC893533,74
HVC893535,176
HVC893555,88
HVC893557,41
HVC893564,50
HVC893576,51
HVC893584,34
HVC893592,29
HVC893613,44
HVC893620,26
HVC893628,24
HVC893642,63
HVC893643,71
HVC893659,63
HVC893661,134
HVC893665,307
HVC893672,194
HVC893679,304
HVC893681,34
HVC893683,173
HVC893685,51
HVC893698,392
HVC893716,63
HVC893727,50
HVC893730,95
